,date,title,url,처벌,범죄_키워드,가해자_나이대,피해자,가해자
250,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
251,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
252,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
253,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
254,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
255,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
256,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
257,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
258,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
259,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
260,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
261,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
262,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
263,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
264,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
265,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
266,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
267,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
268,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
269,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
270,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
271,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
272,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
273,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
274,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
275,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
276,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
277,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
278,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
279,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
280,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
281,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
282,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
283,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
284,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
285,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
286,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
287,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
288,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
289,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
290,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
291,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
292,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
293,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
294,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
295,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
296,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
297,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
298,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
299,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
300,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
301,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
302,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
303,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
304,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
305,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
306,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
307,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
308,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
309,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
310,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
311,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
312,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
313,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
314,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
315,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
316,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
317,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
318,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
319,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
320,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
321,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
322,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
323,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
324,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
325,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
326,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
327,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
328,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
329,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
330,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
331,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
332,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
333,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
334,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
335,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
336,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
337,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
338,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
339,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
340,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
341,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
342,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
343,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
344,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
345,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
346,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
347,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
348,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
349,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
350,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
351,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
352,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
353,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
354,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
355,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
356,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
357,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
358,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
359,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
360,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
361,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
362,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
363,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
364,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
365,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
366,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
367,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
368,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
369,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
370,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
371,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
372,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
373,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
374,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
375,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
376,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
377,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
378,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
379,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
380,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
381,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
382,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
383,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
384,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
385,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
386,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
387,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
388,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
389,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
390,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
