,date,title,url,처벌,범죄_키워드,가해자_나이대,피해자,가해자
497,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
498,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
499,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
500,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
501,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
502,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
503,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
504,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
505,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
506,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
507,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
508,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
509,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
510,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
511,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
512,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
513,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
514,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
515,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
516,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
517,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
518,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
519,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
520,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
521,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
522,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
523,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
524,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
525,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
526,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
527,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
528,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
529,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
530,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
531,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
532,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
533,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
534,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
535,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
536,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
537,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
538,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
539,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
540,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
541,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
542,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
543,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
544,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
545,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
546,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
547,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
548,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
549,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
550,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
551,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
552,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
553,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
554,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
555,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
556,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
557,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
558,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
559,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
560,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
561,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
562,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
563,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
564,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
565,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
566,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
567,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
568,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
569,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
570,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
571,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
572,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
573,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
574,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
575,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
576,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
577,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
578,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
579,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
580,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
581,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
582,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
583,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
584,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
585,2022.05.25.,동거남 살해한 혐의 50대 여성 검거… 경찰 “술 마시다 다툰 듯”,http://www.segye.com/content/html/2022/05/25/20220525521725.html?OutUrl=naver,,"['살해', '혐의', '검거', '경찰']",50,동거,여성
586,2022.06.24.,'아내와 관계 의심' 동창생 살해 20대 항소심도 징역 15년,https://www.yna.co.kr/view/AKR20220624065000063?input=1195m,징역 15년,"['관계', '의심', '동창생', '살해', '항소심', '징역']",20,아내,남편
587,2022.06.22.,동거남 삼단봉 폭행 살해…30대 여성 징역 25년,https://www.yna.co.kr/view/AKR20220622055500064?input=1195m,징역 25년,"['폭행', '살해', '징역']",30,동거,여성
588,2022.06.17.,"""군대선임으로 착각"" 80대 아버지 살해한 아들 징역10년",http://www.newsis.com/view/?id=NISX20220616_0001910437&cID=10808&pID=10800,징역10년,"['군대', '선임', '착각', '살해', '징역']",80,아버지,아들
589,2022.06.17.,"""군대선임으로 착각"" 80대 아버지 살해한 아들 징역10년",http://www.newsis.com/view/?id=NISX20220616_0001910437&cID=10808&pID=10800,징역10년,"['군대', '선임', '착각', '살해', '징역']",80,아버지,아들
590,2022.06.24.,'아내와 관계 의심' 동창생 살해 20대 항소심도 징역 15년,https://www.yna.co.kr/view/AKR20220624065000063?input=1195m,징역 15년,"['관계', '의심', '동창생', '살해', '항소심', '징역']",20,아내,남편
591,2022.06.22.,동거남 삼단봉 폭행 살해…30대 여성 징역 25년,https://www.yna.co.kr/view/AKR20220622055500064?input=1195m,징역 25년,"['폭행', '살해', '징역']",30,동거,여성
592,2022.06.17.,"""군대선임으로 착각"" 80대 아버지 살해한 아들 징역10년",http://www.newsis.com/view/?id=NISX20220616_0001910437&cID=10808&pID=10800,징역10년,"['군대', '선임', '착각', '살해', '징역']",80,아버지,아들
593,2022.06.24.,'아내와 관계 의심' 동창생 살해 20대 항소심도 징역 15년,https://www.yna.co.kr/view/AKR20220624065000063?input=1195m,징역 15년,"['관계', '의심', '동창생', '살해', '항소심', '징역']",20,아내,남편
594,2022.06.22.,동거남 삼단봉 폭행 살해…30대 여성 징역 25년,https://www.yna.co.kr/view/AKR20220622055500064?input=1195m,징역 25년,"['폭행', '살해', '징역']",30,동거,여성
595,2022.06.17.,"""군대선임으로 착각"" 80대 아버지 살해한 아들 징역10년",http://www.newsis.com/view/?id=NISX20220616_0001910437&cID=10808&pID=10800,징역10년,"['군대', '선임', '착각', '살해', '징역']",80,아버지,아들
596,2022.06.24.,'아내와 관계 의심' 동창생 살해 20대 항소심도 징역 15년,https://www.yna.co.kr/view/AKR20220624065000063?input=1195m,징역 15년,"['관계', '의심', '동창생', '살해', '항소심', '징역']",20,아내,남편
597,2022.06.22.,동거남 삼단봉 폭행 살해…30대 여성 징역 25년,https://www.yna.co.kr/view/AKR20220622055500064?input=1195m,징역 25년,"['폭행', '살해', '징역']",30,동거,여성
598,2022.06.17.,"""군대선임으로 착각"" 80대 아버지 살해한 아들 징역10년",http://www.newsis.com/view/?id=NISX20220616_0001910437&cID=10808&pID=10800,징역10년,"['군대', '선임', '착각', '살해', '징역']",80,아버지,아들
599,2022.06.24.,'아내와 관계 의심' 동창생 살해 20대 항소심도 징역 15년,https://www.yna.co.kr/view/AKR20220624065000063?input=1195m,징역 15년,"['관계', '의심', '동창생', '살해', '항소심', '징역']",20,아내,남편
600,2022.06.22.,동거남 삼단봉 폭행 살해…30대 여성 징역 25년,https://www.yna.co.kr/view/AKR20220622055500064?input=1195m,징역 25년,"['폭행', '살해', '징역']",30,동거,여성
601,2022.06.17.,"""군대선임으로 착각"" 80대 아버지 살해한 아들 징역10년",http://www.newsis.com/view/?id=NISX20220616_0001910437&cID=10808&pID=10800,징역10년,"['군대', '선임', '착각', '살해', '징역']",80,아버지,아들
602,2022.06.24.,'아내와 관계 의심' 동창생 살해 20대 항소심도 징역 15년,https://www.yna.co.kr/view/AKR20220624065000063?input=1195m,징역 15년,"['관계', '의심', '동창생', '살해', '항소심', '징역']",20,아내,남편
603,2022.06.22.,동거남 삼단봉 폭행 살해…30대 여성 징역 25년,https://www.yna.co.kr/view/AKR20220622055500064?input=1195m,징역 25년,"['폭행', '살해', '징역']",30,동거,여성
604,2022.06.17.,"""군대선임으로 착각"" 80대 아버지 살해한 아들 징역10년",http://www.newsis.com/view/?id=NISX20220616_0001910437&cID=10808&pID=10800,징역10년,"['군대', '선임', '착각', '살해', '징역']",80,아버지,아들
